Probability of fire spreading, Average percent burned, Average times burned
0.000000 , 0.000000 , 2.000000
0.010000 , 0.000064 , 2.102400
0.020000 , 0.000000 , 2.000000
0.030000 , 0.000096 , 2.153600
0.040000 , 0.000096 , 2.153600
0.050000 , 0.000081 , 2.129600
0.060000 , 0.000501 , 2.774400
0.070000 , 0.000284 , 2.379200
0.080000 , 0.000241 , 2.385600
0.090000 , 0.000205 , 2.328000
0.100000 , 0.000430 , 2.582400
0.110000 , 0.000823 , 3.011200
0.120000 , 0.000495 , 2.740800
0.130000 , 0.000546 , 2.692800
0.140000 , 0.000659 , 2.774400
0.150000 , 0.000672 , 2.897600
0.160000 , 0.001212 , 3.398400
0.170000 , 0.000874 , 3.113600
0.180000 , 0.000814 , 2.996800
0.190000 , 0.001052 , 3.292800
0.200000 , 0.001109 , 3.291200
0.210000 , 0.001176 , 3.368000
0.220000 , 0.001328 , 3.632000
0.230000 , 0.001724 , 3.774400
0.240000 , 0.001198 , 3.358400
0.250000 , 0.003317 , 4.963200
0.260000 , 0.002486 , 4.300800
0.270000 , 0.001693 , 3.729600
0.280000 , 0.003449 , 5.003200
0.290000 , 0.004928 , 6.284800
0.300000 , 0.002985 , 5.038400
0.310000 , 0.002412 , 4.356800
0.320000 , 0.004360 , 5.585600
0.330000 , 0.005924 , 6.907200
0.340000 , 0.010787 , 9.392000
0.350000 , 0.010198 , 8.800000
0.360000 , 0.006074 , 5.857600
0.370000 , 0.008783 , 7.419200
0.380000 , 0.009539 , 8.088000
0.390000 , 0.013849 , 11.777600
0.400000 , 0.025759 , 12.299200
0.410000 , 0.024550 , 15.019200
0.420000 , 0.023152 , 13.867200
0.430000 , 0.047881 , 20.246400
0.440000 , 0.061033 , 21.625600
0.450000 , 0.112358 , 34.166400
0.460000 , 0.108367 , 32.305600
0.470000 , 0.157119 , 39.268800
0.480000 , 0.180767 , 42.441600
0.490000 , 0.206325 , 39.062400
0.500000 , 0.366358 , 55.502400
0.510000 , 0.410589 , 62.896000
0.520000 , 0.461738 , 61.401600
0.530000 , 0.543523 , 64.534400
0.540000 , 0.579059 , 61.270400
0.550000 , 0.632410 , 56.774400
0.560000 , 0.780278 , 66.057600
0.570000 , 0.798157 , 57.537600
0.580000 , 0.805407 , 57.206400
0.590000 , 0.878627 , 56.905600
0.600000 , 0.916995 , 56.072000
0.610000 , 0.912082 , 53.256000
0.620000 , 0.945701 , 53.020800
0.630000 , 0.880429 , 47.203200
0.640000 , 0.956701 , 48.892800
0.650000 , 0.909918 , 44.849600
0.660000 , 0.940343 , 44.897600
0.670000 , 0.972609 , 46.228800
0.680000 , 0.953916 , 43.395200
0.690000 , 0.980750 , 44.811200
0.700000 , 0.984006 , 43.812800
0.710000 , 0.984680 , 43.788800
0.720000 , 0.939338 , 41.660800
0.730000 , 0.989927 , 43.412800
0.740000 , 0.990223 , 43.380800
0.750000 , 0.991939 , 42.689600
0.760000 , 0.993258 , 42.939200
0.770000 , 0.994367 , 42.716800
0.780000 , 0.995443 , 42.955200
0.790000 , 0.996136 , 42.449600
0.800000 , 0.996862 , 42.499200
0.810000 , 0.997664 , 42.416000
0.820000 , 0.997952 , 42.201600
0.830000 , 0.998480 , 42.328000
0.840000 , 0.998712 , 42.123200
0.850000 , 0.998911 , 42.180800
0.860000 , 0.999183 , 42.256000
0.870000 , 0.999716 , 42.102400
0.880000 , 0.999586 , 42.000000
0.890000 , 0.999612 , 42.238400
0.900000 , 0.999836 , 42.054400
0.910000 , 0.999752 , 42.027200
0.920000 , 0.999832 , 41.996800
0.930000 , 0.999983 , 42.054400
0.940000 , 0.999917 , 41.972800
0.950000 , 0.999949 , 42.000000
0.960000 , 0.999983 , 42.044800
0.970000 , 0.999966 , 42.000000
0.980000 , 1.000000 , 42.000000
0.990000 , 1.000000 , 42.000000
1.000000 , 1.000000 , 42.000000
Firestarter took 0.825794

