Probability of fire spreading, Average percent burned, Average times burned
0.000000 , 0.000000 , 2.000000
0.010000 , 0.000004 , 2.025600
0.020000 , 0.000023 , 2.147200
0.030000 , 0.000015 , 2.096000
0.040000 , 0.000028 , 2.172800
0.050000 , 0.000045 , 2.256000
0.060000 , 0.000035 , 2.192000
0.070000 , 0.000071 , 2.411200
0.080000 , 0.000052 , 2.324800
0.090000 , 0.000071 , 2.411200
0.100000 , 0.000093 , 2.544000
0.110000 , 0.000116 , 2.627200
0.120000 , 0.000131 , 2.656000
0.130000 , 0.000131 , 2.724800
0.140000 , 0.000156 , 2.771200
0.150000 , 0.000149 , 2.787200
0.160000 , 0.000195 , 2.995200
0.170000 , 0.000216 , 3.001600
0.180000 , 0.000225 , 3.083200
0.190000 , 0.000229 , 3.166400
0.200000 , 0.000295 , 3.380800
0.210000 , 0.000378 , 3.737600
0.220000 , 0.000343 , 3.499200
0.230000 , 0.000390 , 3.657600
0.240000 , 0.000472 , 3.921600
0.250000 , 0.000445 , 3.883200
0.260000 , 0.000612 , 4.406400
0.270000 , 0.000643 , 4.627200
0.280000 , 0.000609 , 4.384000
0.290000 , 0.000741 , 4.694400
0.300000 , 0.000960 , 5.353600
0.310000 , 0.001067 , 5.571200
0.320000 , 0.001089 , 5.644800
0.330000 , 0.001153 , 5.662400
0.340000 , 0.001466 , 6.454400
0.350000 , 0.001897 , 7.376000
0.360000 , 0.002236 , 8.212800
0.370000 , 0.002296 , 8.169600
0.380000 , 0.003535 , 10.240000
0.390000 , 0.004922 , 11.934400
0.400000 , 0.004657 , 11.998400
0.410000 , 0.005483 , 12.580800
0.420000 , 0.008189 , 16.160000
0.430000 , 0.013107 , 20.641600
0.440000 , 0.016189 , 24.233600
0.450000 , 0.027562 , 32.286400
0.460000 , 0.037797 , 37.251200
0.470000 , 0.059403 , 49.315200
0.480000 , 0.113812 , 70.928000
0.490000 , 0.176894 , 86.625600
0.500000 , 0.279887 , 109.129600
0.510000 , 0.382814 , 116.256000
0.520000 , 0.549868 , 141.617600
0.530000 , 0.593579 , 121.488000
0.540000 , 0.727905 , 126.368000
0.550000 , 0.703140 , 105.579200
0.560000 , 0.814770 , 109.936000
0.570000 , 0.825289 , 102.268800
0.580000 , 0.859426 , 99.092800
0.590000 , 0.854020 , 94.078400
0.600000 , 0.888927 , 91.801600
0.610000 , 0.905177 , 90.036800
0.620000 , 0.931155 , 90.369600
0.630000 , 0.933279 , 88.372800
0.640000 , 0.934089 , 86.800000
0.650000 , 0.957533 , 86.852800
0.660000 , 0.956619 , 85.179200
0.670000 , 0.948135 , 83.584000
0.680000 , 0.974518 , 85.051200
0.690000 , 0.972606 , 84.115200
0.700000 , 0.968502 , 83.128000
0.710000 , 0.976724 , 83.283200
0.720000 , 0.983460 , 83.214400
0.730000 , 0.978654 , 82.486400
0.740000 , 0.987804 , 82.692800
0.750000 , 0.992087 , 82.832000
0.760000 , 0.994686 , 82.822400
0.770000 , 0.990724 , 82.390400
0.780000 , 0.994732 , 82.542400
0.790000 , 0.992206 , 82.243200
0.800000 , 0.997538 , 82.446400
0.810000 , 0.998020 , 82.411200
0.820000 , 0.998408 , 82.289600
0.830000 , 0.998725 , 82.344000
0.840000 , 0.998998 , 82.259200
0.850000 , 0.999203 , 82.252800
0.860000 , 0.999390 , 82.158400
0.870000 , 0.994743 , 81.768000
0.880000 , 0.999662 , 82.126400
0.890000 , 0.999738 , 82.088000
0.900000 , 0.999815 , 82.107200
0.910000 , 0.999889 , 82.059200
0.920000 , 0.999936 , 82.040000
0.930000 , 0.999949 , 82.027200
0.940000 , 0.999980 , 82.006400
0.950000 , 0.999988 , 82.035200
0.960000 , 0.999995 , 82.000000
0.970000 , 0.999997 , 82.001600
0.980000 , 1.000000 , 82.001600
0.990000 , 1.000000 , 82.000000
1.000000 , 1.000000 , 82.000000
Firestarter took 29.778506

