4, 11.153064, 70462980
8, 5.670513, 70462980
16, 2.816246, 70462980
32, 1.562879, 70462980
64, 0.820043, 70462980
128, 0.394032, 70462980
256, 0.154202, 70462980
4, 11.696723, 70462980
8, 5.907025, 70462980
16, 6.635483, 70462980
32, 3.661427, 70462980
64, 2.076051, 70462980
128, 1.221484, 70462980
256, 0.875888, 70462980
